date,server,power_state,cpu_avg,cpu_max,mem_avg,mem_max
2026-02-21,gti-com-hp27.hci.bri.co.id,1,77.61,92.35,71.18,78.21
2026-02-22,gti-com-hp27.hci.bri.co.id,1,77.07,100.0,71.96,78.12
2026-02-23,gti-com-hp27.hci.bri.co.id,1,94.95,100.0,77.73,82.33
2026-02-24,gti-com-hp27.hci.bri.co.id,1,97.72,98.11,78.31,79.5
2026-02-25,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,79.78,79.78
2026-02-26,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,80.29,80.29
2026-02-27,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,76.58,78.93
2026-02-28,gti-com-hp27.hci.bri.co.id,1,83.38,97.71,69.05,78.37
2026-03-01,gti-com-hp27.hci.bri.co.id,1,72.74,89.25,71.08,75.67
2026-03-02,gti-com-hp27.hci.bri.co.id,1,90.47,100.0,77.79,79.41
2026-03-03,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,75.8,82.2
2026-03-04,gti-com-hp27.hci.bri.co.id,1,94.89,94.89,78.58,81.26
2026-03-05,gti-com-hp27.hci.bri.co.id,1,93.37,98.86,80.86,80.86
2026-03-06,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,79.41,85.34
2026-03-07,gti-com-hp27.hci.bri.co.id,1,74.12,95.7,73.03,75.82
2026-03-08,gti-com-hp27.hci.bri.co.id,1,78.27,86.93,65.98,80.98
2026-03-09,gti-com-hp27.hci.bri.co.id,1,95.25,100.0,80.88,84.32
2026-03-10,gti-com-hp27.hci.bri.co.id,1,95.73,96.12,78.1,79.04
2026-03-11,gti-com-hp27.hci.bri.co.id,1,94.28,97.87,75.66,80.73
2026-03-12,gti-com-hp27.hci.bri.co.id,1,84.34,97.79,76.17,80.8
2026-03-13,gti-com-hp27.hci.bri.co.id,1,98.73,98.73,79.26,79.26
2026-03-14,gti-com-hp27.hci.bri.co.id,1,69.65,92.35,71.99,78.98
2026-03-15,gti-com-hp27.hci.bri.co.id,1,75.49,97.34,75.83,83.35
2026-03-16,gti-com-hp27.hci.bri.co.id,1,97.0,100.0,78.93,82.52
2026-03-17,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,77.65,77.65
2026-03-18,gti-com-hp27.hci.bri.co.id,1,92.34,100.0,80.35,80.35
2026-03-19,gti-com-hp27.hci.bri.co.id,1,87.16,87.16,78.4,79.62
2026-03-20,gti-com-hp27.hci.bri.co.id,1,88.62,98.32,80.25,80.25
2026-03-21,gti-com-hp27.hci.bri.co.id,1,72.83,91.56,68.03,81.4
2026-03-22,gti-com-hp27.hci.bri.co.id,1,72.78,95.95,68.71,76.78
2026-03-23,gti-com-hp27.hci.bri.co.id,1,91.38,92.99,75.56,80.53
2026-03-24,gti-com-hp27.hci.bri.co.id,1,93.0,93.84,78.05,78.16
2026-03-25,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,72.78,79.14
2026-03-26,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,79.42,79.42
2026-03-27,gti-com-hp27.hci.bri.co.id,1,96.97,96.97,79.16,79.16
2026-03-28,gti-com-hp27.hci.bri.co.id,1,88.36,96.88,73.03,77.31
2026-03-29,gti-com-hp27.hci.bri.co.id,1,87.78,92.11,72.17,75.74
2026-03-30,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,83.52,83.52
2026-03-31,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,77.46,77.46
2026-04-01,gti-com-hp27.hci.bri.co.id,1,94.5,94.5,78.58,82.16
2026-04-02,gti-com-hp27.hci.bri.co.id,1,95.35,95.35,76.24,81.52
2026-04-03,gti-com-hp27.hci.bri.co.id,1,91.15,91.15,80.18,80.18
2026-04-04,gti-com-hp27.hci.bri.co.id,1,75.79,96.16,68.58,76.26
2026-04-05,gti-com-hp27.hci.bri.co.id,1,72.5,100.0,71.0,78.16
2026-04-06,gti-com-hp27.hci.bri.co.id,1,96.62,96.62,75.9,77.5
2026-04-07,gti-com-hp27.hci.bri.co.id,1,95.7,98.35,78.27,78.27
2026-04-08,gti-com-hp27.hci.bri.co.id,1,93.94,98.18,78.4,78.65
2026-04-09,gti-com-hp27.hci.bri.co.id,1,91.87,97.94,77.71,86.12
2026-04-10,gti-com-hp27.hci.bri.co.id,1,96.81,96.81,77.99,77.99
2026-04-11,gti-com-hp27.hci.bri.co.id,1,68.16,98.12,70.06,79.23
2026-04-12,gti-com-hp27.hci.bri.co.id,1,77.95,89.1,65.35,83.32
2026-04-13,gti-com-hp27.hci.bri.co.id,1,94.92,97.4,77.8,80.63
2026-04-14,gti-com-hp27.hci.bri.co.id,1,92.05,96.85,76.71,78.46
2026-04-15,gti-com-hp27.hci.bri.co.id,1,95.46,95.46,79.73,79.73
2026-04-16,gti-com-hp27.hci.bri.co.id,1,92.13,100.0,79.85,83.96
2026-04-17,gti-com-hp27.hci.bri.co.id,1,95.26,95.26,83.66,84.38
2026-04-18,gti-com-hp27.hci.bri.co.id,1,77.39,100.0,70.88,80.28
2026-04-19,gti-com-hp27.hci.bri.co.id,1,75.43,92.54,72.88,81.3
2026-04-20,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,82.35,82.35
2026-04-21,gti-com-hp27.hci.bri.co.id,1,94.02,95.7,81.73,81.73
2026-04-22,gti-com-hp27.hci.bri.co.id,1,90.17,90.17,74.77,76.0
2026-04-23,gti-com-hp27.hci.bri.co.id,1,92.63,95.26,83.21,83.21
2026-04-24,gti-com-hp27.hci.bri.co.id,1,84.09,100.0,78.85,83.27
2026-04-25,gti-com-hp27.hci.bri.co.id,1,81.64,100.0,68.3,80.07
2026-04-26,gti-com-hp27.hci.bri.co.id,1,82.67,93.62,71.05,78.25
2026-04-27,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,77.65,84.4
2026-04-28,gti-com-hp27.hci.bri.co.id,1,93.71,94.78,81.81,81.81
2026-04-29,gti-com-hp27.hci.bri.co.id,1,98.23,100.0,77.08,83.7
2026-04-30,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,76.2,76.73
2026-05-01,gti-com-hp27.hci.bri.co.id,1,92.69,97.66,78.5,80.65
2026-05-02,gti-com-hp27.hci.bri.co.id,1,81.15,88.14,68.63,85.18
2026-05-03,gti-com-hp27.hci.bri.co.id,1,70.7,100.0,69.12,75.65
2026-05-04,gti-com-hp27.hci.bri.co.id,1,98.52,100.0,73.62,79.8
2026-05-05,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,82.54,82.54
2026-05-06,gti-com-hp27.hci.bri.co.id,1,94.66,94.66,78.68,78.68
2026-05-07,gti-com-hp27.hci.bri.co.id,1,94.76,100.0,76.67,81.31
2026-05-08,gti-com-hp27.hci.bri.co.id,1,95.0,95.0,81.66,81.66
2026-05-09,gti-com-hp27.hci.bri.co.id,1,73.0,97.42,71.33,77.62
2026-05-10,gti-com-hp27.hci.bri.co.id,1,73.06,91.61,67.71,83.05
2026-05-11,gti-com-hp27.hci.bri.co.id,1,90.67,92.2,85.88,85.88
2026-05-12,gti-com-hp27.hci.bri.co.id,1,92.04,100.0,79.53,79.53
2026-05-13,gti-com-hp27.hci.bri.co.id,1,94.02,100.0,83.72,83.72
2026-05-14,gti-com-hp27.hci.bri.co.id,1,96.45,96.45,81.71,81.71
2026-05-15,gti-com-hp27.hci.bri.co.id,1,93.9,98.39,80.83,81.72
2026-05-16,gti-com-hp27.hci.bri.co.id,1,77.38,96.14,74.08,74.91
2026-05-17,gti-com-hp27.hci.bri.co.id,1,76.92,91.08,71.88,83.05
2026-05-18,gti-com-hp27.hci.bri.co.id,1,94.07,100.0,81.02,81.02
2026-05-19,gti-com-hp27.hci.bri.co.id,1,94.58,97.6,78.13,78.45
2026-05-20,gti-com-hp27.hci.bri.co.id,1,98.79,100.0,77.05,80.48
2026-05-21,gti-com-hp27.hci.bri.co.id,1,98.0,98.0,75.56,83.09
2026-05-22,gti-com-hp27.hci.bri.co.id,1,92.4,94.26,82.91,84.25
2026-05-23,gti-com-hp27.hci.bri.co.id,1,81.15,89.77,70.09,77.13
2026-05-24,gti-com-hp27.hci.bri.co.id,1,71.81,86.82,100.0,100.0
2026-05-25,gti-com-hp27.hci.bri.co.id,1,99.88,99.88,81.11,81.11
2026-05-26,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,77.71,84.75
2026-05-27,gti-com-hp27.hci.bri.co.id,1,98.1,99.27,79.59,79.59
2026-05-28,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,78.99,78.99
2026-05-29,gti-com-hp27.hci.bri.co.id,1,100.0,100.0,82.09,82.09
2026-05-30,gti-com-hp27.hci.bri.co.id,1,91.61,94.68,73.87,81.64
2026-05-31,gti-com-hp27.hci.bri.co.id,1,85.05,87.75,74.26,76.12
2026-06-01,gti-com-hp27.hci.bri.co.id,1,97.63,99.96,77.06,77.06
2026-06-02,gti-com-hp27.hci.bri.co.id,1,81.83,100.0,77.27,77.27
2026-06-03,gti-com-hp27.hci.bri.co.id,1,88.52,100.0,80.66,81.16
2026-06-04,gti-com-hp27.hci.bri.co.id,1,95.94,100.0,81.32,84.49
2026-06-05,gti-com-hp27.hci.bri.co.id,1,92.13,94.64,80.73,80.73
2026-06-06,gti-com-hp27.hci.bri.co.id,1,73.1,95.36,72.83,79.9
2026-06-07,gti-com-hp27.hci.bri.co.id,1,78.57,100.0,67.81,75.84
2026-06-08,gti-com-hp27.hci.bri.co.id,1,99.94,99.94,80.09,80.09
2026-06-09,gti-com-hp27.hci.bri.co.id,1,98.92,98.92,75.91,81.12
2026-06-10,gti-com-hp27.hci.bri.co.id,1,93.88,93.88,78.55,82.79
2026-06-11,gti-com-hp27.hci.bri.co.id,1,92.83,98.33,79.91,79.91
2026-06-12,gti-com-hp27.hci.bri.co.id,1,94.11,94.11,74.44,78.67
2026-06-13,gti-com-hp27.hci.bri.co.id,1,71.23,100.0,71.2,83.82
2026-06-14,gti-com-hp27.hci.bri.co.id,1,74.89,90.35,68.76,84.87
2026-06-15,gti-com-hp27.hci.bri.co.id,1,97.88,97.88,79.12,79.2
2026-06-16,gti-com-hp27.hci.bri.co.id,1,98.09,98.09,78.78,79.2
2026-06-17,gti-com-hp27.hci.bri.co.id,1,97.22,97.22,81.5,81.5
2026-06-18,gti-com-hp27.hci.bri.co.id,1,99.2,99.2,80.92,80.92
2026-06-19,gti-com-hp27.hci.bri.co.id,1,89.77,89.77,78.89,81.58
2026-06-20,gti-com-hp27.hci.bri.co.id,1,73.47,94.23,90.72,90.72
2026-06-21,gti-com-hp27.hci.bri.co.id,1,70.04,91.66,73.67,79.75
2026-06-22,gti-com-hp27.hci.bri.co.id,1,94.72,95.39,76.79,79.97
2026-01-01,gti-com-mdm04.hci.bri.co.id,1,32.59,91.43,30.23,31.0
2026-01-02,gti-com-mdm04.hci.bri.co.id,1,39.31,100.0,33.27,34.61
2026-01-03,gti-com-mdm04.hci.bri.co.id,1,26.92,100.0,27.13,33.75
2026-01-04,gti-com-mdm04.hci.bri.co.id,1,30.17,100.0,27.39,32.43
2026-01-05,gti-com-mdm04.hci.bri.co.id,1,40.22,93.18,30.21,30.39
2026-01-06,gti-com-mdm04.hci.bri.co.id,1,32.35,99.05,32.77,32.77
2026-01-07,gti-com-mdm04.hci.bri.co.id,1,33.33,96.63,36.72,36.72
2026-01-08,gti-com-mdm04.hci.bri.co.id,1,35.42,95.15,29.45,29.45
2026-01-09,gti-com-mdm04.hci.bri.co.id,1,34.72,90.31,33.29,33.29
2026-01-10,gti-com-mdm04.hci.bri.co.id,1,27.46,100.0,31.03,31.72
2026-01-11,gti-com-mdm04.hci.bri.co.id,1,26.16,100.0,30.65,35.98
2026-01-12,gti-com-mdm04.hci.bri.co.id,1,31.35,93.69,32.71,32.71
2026-01-13,gti-com-mdm04.hci.bri.co.id,1,33.32,100.0,34.5,34.5
2026-01-14,gti-com-mdm04.hci.bri.co.id,1,37.18,89.97,27.8,35.32
2026-01-15,gti-com-mdm04.hci.bri.co.id,1,31.87,96.82,32.6,32.6
2026-01-16,gti-com-mdm04.hci.bri.co.id,1,36.68,100.0,30.66,34.39
2026-01-17,gti-com-mdm04.hci.bri.co.id,1,25.58,94.83,27.82,38.07
2026-01-18,gti-com-mdm04.hci.bri.co.id,1,27.98,95.14,29.61,31.25
2026-01-19,gti-com-mdm04.hci.bri.co.id,1,33.17,100.0,31.71,31.71
2026-01-20,gti-com-mdm04.hci.bri.co.id,1,33.67,100.0,27.2,32.88
2026-01-21,gti-com-mdm04.hci.bri.co.id,1,36.69,100.0,25.14,28.72
2026-01-22,gti-com-mdm04.hci.bri.co.id,1,35.42,93.32,29.38,37.58
2026-01-23,gti-com-mdm04.hci.bri.co.id,1,32.78,97.19,32.3,32.93
2026-01-24,gti-com-mdm04.hci.bri.co.id,1,34.62,100.0,28.49,35.4
2026-01-25,gti-com-mdm04.hci.bri.co.id,1,31.5,97.95,25.99,29.58
2026-01-26,gti-com-mdm04.hci.bri.co.id,1,36.54,100.0,32.56,33.2
2026-01-27,gti-com-mdm04.hci.bri.co.id,1,35.95,99.43,34.02,34.02
2026-01-28,gti-com-mdm04.hci.bri.co.id,1,35.77,95.57,34.97,34.97
2026-01-29,gti-com-mdm04.hci.bri.co.id,1,33.15,91.48,28.49,28.49
2026-01-30,gti-com-mdm04.hci.bri.co.id,1,34.65,100.0,28.76,34.87
2026-01-31,gti-com-mdm04.hci.bri.co.id,1,27.14,83.94,33.8,38.71
2026-02-01,gti-com-mdm04.hci.bri.co.id,1,22.16,100.0,24.84,33.53
2026-02-02,gti-com-mdm04.hci.bri.co.id,1,35.36,95.18,42.5,42.5
2026-02-03,gti-com-mdm04.hci.bri.co.id,1,32.79,92.09,33.07,33.07
2026-02-04,gti-com-mdm04.hci.bri.co.id,1,36.6,100.0,30.38,34.16
2026-02-05,gti-com-mdm04.hci.bri.co.id,1,31.43,91.59,28.15,33.49
2026-02-06,gti-com-mdm04.hci.bri.co.id,1,39.48,100.0,32.31,32.31
2026-02-07,gti-com-mdm04.hci.bri.co.id,1,24.83,100.0,28.77,32.99
2026-02-08,gti-com-mdm04.hci.bri.co.id,1,25.8,100.0,29.55,30.94
2026-02-09,gti-com-mdm04.hci.bri.co.id,1,32.51,100.0,33.53,33.53
2026-02-10,gti-com-mdm04.hci.bri.co.id,1,39.39,100.0,29.9,29.9
2026-02-11,gti-com-mdm04.hci.bri.co.id,1,35.14,100.0,30.11,36.71
2026-02-12,gti-com-mdm04.hci.bri.co.id,1,28.36,98.01,32.42,32.42
2026-02-13,gti-com-mdm04.hci.bri.co.id,1,34.78,100.0,30.03,35.15
2026-02-14,gti-com-mdm04.hci.bri.co.id,1,27.73,90.94,27.4,29.71
2026-02-15,gti-com-mdm04.hci.bri.co.id,1,24.8,93.33,28.17,33.94
2026-02-16,gti-com-mdm04.hci.bri.co.id,1,36.8,90.58,32.05,32.05
2026-02-17,gti-com-mdm04.hci.bri.co.id,1,35.7,96.92,36.28,36.28
2026-02-18,gti-com-mdm04.hci.bri.co.id,1,30.16,100.0,33.25,33.25
2026-02-19,gti-com-mdm04.hci.bri.co.id,1,37.73,93.77,29.01,29.01
2026-02-20,gti-com-mdm04.hci.bri.co.id,1,33.65,92.69,33.6,33.6
2026-02-21,gti-com-mdm04.hci.bri.co.id,1,25.0,91.09,29.46,29.46
2026-02-22,gti-com-mdm04.hci.bri.co.id,1,24.42,92.2,28.08,28.08
2026-02-23,gti-com-mdm04.hci.bri.co.id,1,40.5,97.7,29.2,31.84
2026-02-24,gti-com-mdm04.hci.bri.co.id,1,32.15,94.25,32.87,35.34
2026-02-25,gti-com-mdm04.hci.bri.co.id,1,38.62,90.5,33.19,33.19
2026-02-26,gti-com-mdm04.hci.bri.co.id,1,33.35,95.31,34.83,34.83
2026-02-27,gti-com-mdm04.hci.bri.co.id,1,44.86,83.81,31.12,32.03
2026-02-28,gti-com-mdm04.hci.bri.co.id,1,28.19,98.98,26.34,32.0
2026-03-01,gti-com-mdm04.hci.bri.co.id,1,20.81,97.86,27.14,29.46
2026-03-02,gti-com-mdm04.hci.bri.co.id,1,35.19,93.0,28.86,31.65
2026-03-03,gti-com-mdm04.hci.bri.co.id,1,31.57,97.95,30.86,30.86
2026-03-04,gti-com-mdm04.hci.bri.co.id,1,33.47,88.77,30.13,34.58
2026-03-05,gti-com-mdm04.hci.bri.co.id,1,35.06,95.8,37.07,37.07
2026-03-06,gti-com-mdm04.hci.bri.co.id,1,31.75,100.0,29.12,34.13
2026-03-07,gti-com-mdm04.hci.bri.co.id,1,26.64,93.71,36.07,36.07
2026-03-08,gti-com-mdm04.hci.bri.co.id,1,31.08,91.47,29.05,31.75
2026-03-09,gti-com-mdm04.hci.bri.co.id,1,26.98,90.47,36.55,36.55
2026-03-10,gti-com-mdm04.hci.bri.co.id,1,37.26,92.07,29.83,29.83
2026-03-11,gti-com-mdm04.hci.bri.co.id,1,34.35,100.0,32.29,32.29
2026-03-12,gti-com-mdm04.hci.bri.co.id,1,28.17,96.0,30.87,34.6
2026-03-13,gti-com-mdm04.hci.bri.co.id,1,38.05,93.24,34.6,34.6
2026-03-14,gti-com-mdm04.hci.bri.co.id,1,22.82,95.3,28.77,32.11
2026-03-15,gti-com-mdm04.hci.bri.co.id,1,27.51,92.43,27.58,35.74
2026-03-16,gti-com-mdm04.hci.bri.co.id,1,30.2,94.18,28.76,30.53
2026-03-17,gti-com-mdm04.hci.bri.co.id,1,34.35,99.48,30.18,35.77
2026-03-18,gti-com-mdm04.hci.bri.co.id,1,29.31,99.65,30.66,35.51
2026-03-19,gti-com-mdm04.hci.bri.co.id,1,31.5,100.0,31.9,37.24
2026-03-20,gti-com-mdm04.hci.bri.co.id,1,35.87,99.22,33.18,33.18
2026-03-21,gti-com-mdm04.hci.bri.co.id,1,24.78,99.34,25.68,32.28
2026-03-22,gti-com-mdm04.hci.bri.co.id,1,25.15,89.74,27.87,34.58
2026-03-23,gti-com-mdm04.hci.bri.co.id,1,34.42,100.0,32.42,32.42
2026-03-24,gti-com-mdm04.hci.bri.co.id,1,37.41,91.25,31.49,33.35
2026-03-25,gti-com-mdm04.hci.bri.co.id,1,37.84,95.97,31.88,31.88
2026-03-26,gti-com-mdm04.hci.bri.co.id,1,39.43,98.91,33.14,34.01
2026-03-27,gti-com-mdm04.hci.bri.co.id,1,44.32,100.0,34.29,34.29
2026-03-28,gti-com-mdm04.hci.bri.co.id,1,30.49,95.19,30.7,31.78
2026-03-29,gti-com-mdm04.hci.bri.co.id,1,32.13,100.0,26.5,30.57
2026-03-30,gti-com-mdm04.hci.bri.co.id,1,37.62,93.87,28.59,28.59
2026-03-31,gti-com-mdm04.hci.bri.co.id,1,63.32,92.52,35.16,35.16
2026-04-01,gti-com-mdm04.hci.bri.co.id,1,33.03,100.0,32.78,32.78
2026-04-02,gti-com-mdm04.hci.bri.co.id,1,39.1,89.35,30.89,30.89
2026-04-03,gti-com-mdm04.hci.bri.co.id,1,28.41,93.68,34.72,39.51
2026-04-04,gti-com-mdm04.hci.bri.co.id,1,24.89,100.0,29.06,35.47
2026-04-05,gti-com-mdm04.hci.bri.co.id,1,30.1,92.35,30.0,31.83
2026-04-06,gti-com-mdm04.hci.bri.co.id,1,32.86,96.88,30.77,36.27
2026-04-07,gti-com-mdm04.hci.bri.co.id,1,29.67,96.03,31.37,31.47
2026-04-08,gti-com-mdm04.hci.bri.co.id,1,38.4,91.32,33.27,37.4
2026-04-09,gti-com-mdm04.hci.bri.co.id,1,37.44,94.58,33.15,35.11
2026-04-10,gti-com-mdm04.hci.bri.co.id,1,39.62,97.14,35.36,35.36
2026-04-11,gti-com-mdm04.hci.bri.co.id,1,27.8,99.01,28.29,30.24
2026-04-12,gti-com-mdm04.hci.bri.co.id,1,22.9,96.3,22.03,37.16
2026-04-13,gti-com-mdm04.hci.bri.co.id,1,38.88,91.45,30.76,32.75
2026-04-14,gti-com-mdm04.hci.bri.co.id,1,35.94,95.94,34.64,34.64
2026-04-15,gti-com-mdm04.hci.bri.co.id,1,30.54,100.0,29.91,29.91
2026-04-16,gti-com-mdm04.hci.bri.co.id,1,38.33,84.32,31.19,34.49
2026-04-17,gti-com-mdm04.hci.bri.co.id,1,58.5,99.95,31.17,32.13
2026-04-18,gti-com-mdm04.hci.bri.co.id,1,26.38,90.89,27.25,33.54
2026-04-19,gti-com-mdm04.hci.bri.co.id,1,22.36,92.4,34.19,34.19
2026-04-20,gti-com-mdm04.hci.bri.co.id,1,32.02,100.0,30.57,39.83
2026-04-21,gti-com-mdm04.hci.bri.co.id,1,32.46,96.03,32.17,32.17
2026-04-22,gti-com-mdm04.hci.bri.co.id,1,29.27,94.2,31.68,37.87
2026-04-23,gti-com-mdm04.hci.bri.co.id,1,39.24,100.0,29.44,32.01
2026-04-24,gti-com-mdm04.hci.bri.co.id,1,31.3,92.89,31.68,31.68
2026-04-25,gti-com-mdm04.hci.bri.co.id,1,33.23,94.64,26.87,33.37
2026-04-26,gti-com-mdm04.hci.bri.co.id,1,30.46,96.13,28.56,29.63
2026-04-27,gti-com-mdm04.hci.bri.co.id,1,37.04,100.0,33.85,33.85
2026-04-28,gti-com-mdm04.hci.bri.co.id,1,41.07,87.29,30.51,32.44
2026-04-29,gti-com-mdm04.hci.bri.co.id,1,37.96,100.0,34.97,34.97
2026-04-30,gti-com-mdm04.hci.bri.co.id,1,32.77,100.0,32.09,32.09
2026-05-01,gti-com-mdm04.hci.bri.co.id,1,32.56,93.71,32.93,32.93
2026-05-02,gti-com-mdm04.hci.bri.co.id,1,27.72,92.76,30.39,32.45
2026-05-03,gti-com-mdm04.hci.bri.co.id,1,27.37,97.77,29.19,31.7
2026-05-04,gti-com-mdm04.hci.bri.co.id,1,37.2,90.49,35.11,35.11
2026-05-05,gti-com-mdm04.hci.bri.co.id,1,33.54,92.41,31.21,33.63
2026-05-06,gti-com-mdm04.hci.bri.co.id,1,34.32,94.92,32.52,32.52
2026-05-07,gti-com-mdm04.hci.bri.co.id,1,32.89,93.95,34.82,34.82
2026-05-08,gti-com-mdm04.hci.bri.co.id,1,35.22,93.61,29.89,30.61
2026-05-09,gti-com-mdm04.hci.bri.co.id,1,24.57,88.85,23.97,35.57
2026-05-10,gti-com-mdm04.hci.bri.co.id,1,26.41,98.3,31.46,31.46
2026-05-11,gti-com-mdm04.hci.bri.co.id,1,37.36,94.43,29.24,33.41
2026-05-12,gti-com-mdm04.hci.bri.co.id,1,31.76,86.76,33.61,33.61
2026-05-13,gti-com-mdm04.hci.bri.co.id,1,36.81,100.0,28.79,33.84
2026-05-14,gti-com-mdm04.hci.bri.co.id,1,29.45,91.61,33.74,33.74
2026-05-15,gti-com-mdm04.hci.bri.co.id,1,27.83,97.7,26.59,31.65
2026-05-16,gti-com-mdm04.hci.bri.co.id,1,26.13,95.33,26.47,33.11
2026-05-17,gti-com-mdm04.hci.bri.co.id,1,25.32,100.0,30.37,30.37
2026-05-18,gti-com-mdm04.hci.bri.co.id,1,35.6,91.89,30.93,32.12
2026-05-19,gti-com-mdm04.hci.bri.co.id,1,27.24,100.0,31.14,31.14
2026-05-20,gti-com-mdm04.hci.bri.co.id,1,34.84,100.0,33.89,33.89
